UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
Q7PWU9,AGAP008844,AGAP008844-PA,AGAP008844-RA,1279807,GALE1,
Q7PL08,AGAP002044,AGAP002044-PA,AGAP002044-RA,1281070,GPROR77,
Q7QI43,AGAP005305,AGAP005305-PA,AGAP005305-RA,1270366,AgaP_AGAP005305,
A0NE44,AGAP008713,AGAP008713-PA,AGAP008713-RA,4578084,AgaP_AGAP008713,
Q7PNT2,AGAP006044,AGAP006044-PA,AGAP006044-RA,1276715,AgaP_AGAP006044,
Q7QBL7,AGAP003112,AGAP003112-PA,AGAP003112-RA,1273781,AgaP_AGAP003112,
Q7QD65,AGAP002977,AGAP002977-PA,AGAP002977-RA,1272983,AgaP_AGAP002977,
Q7PT77,AGAP006968,AGAP006968-PA,AGAP006968-RA,1270117,AgaP_AGAP006968,
A7UUR4,,,,5668218,AgaP_AGAP008010,
Q5TR74,AGAP006054,AGAP006054-PA,AGAP006054-RA,3290094,AgaP_AGAP006054,
Q7Q053,,,,1280423,AgaP_AGAP012264,
Q7PVP5,,,,1280180,AgaP_AGAP009222,
Q7QAD9,AGAP004287,AGAP004287-PA,AGAP004287-RA,1274438,AgaP_AGAP004287,
Q7Q773,AGAP005464,AGAP005464-PA,AGAP005464-RA,1276156,GPRDIH1,
Q7Q023,AGAP012217,AGAP012217-PA,AGAP012217-RA,1280474,AgaP_AGAP012217,
Q5TN60,AGAP012299,AGAP012299-PA,AGAP012299-RA,3291547,AgaP_AGAP012299,
Q869C3,AGAP001356,AGAP001356-PA,AGAP001356-RA,1281827,ACES_ANOGA,
Q7Q2B1,AGAP003934,AGAP003934-PA,AGAP003934-RA,1278760,AgaP_AGAP003934,
Q7PMU0,AGAP004801,AGAP004801-PA,AGAP004801-RA,1278422,AgaP_AGAP004801,
A7UQZ9,AGAP012803,AGAP012803-PA,AGAP012803-RA,5668394,AgaP_AGAP012803,
F5HM61,AGAP012961,AGAP012961-PA,AGAP012961-RA,11175526,AgaP_AGAP012961,
F5HJ46,AGAP004039,AGAP004039-PA,AGAP004039-RA,4577117,AgaP_AGAP004039,
A0NBR6,AGAP000998,AGAP000998-PA,AGAP000998-RA,4575961,AgaP_AGAP000998,
Q7PUQ7,AGAP001805,AGAP001805-PA,AGAP001805-RA,1281310,AgaP_AGAP001805,
Q7QHN3,AGAP011267,AGAP011267-PA,AGAP011267-RA,1270662,AgaP_AGAP011267,
A0A1W5,,,,,,
F5HL42,AGAP012977,AGAP012977-PA,AGAP012977-RA,11175479,AgaP_AGAP012977,
Q7Q1Y6,AGAP009573,AGAP009573-PA,AGAP009573-RA,1278934,AgaP_AGAP009573,
F5HM54,AGAP004026,AGAP004026-PA,AGAP004026-RA,1278844,GPRMTH6,
Q7PXR0,AGAP001529,AGAP001529-PA,AGAP001529-RA,1281648,AgaP_AGAP001529,
A7URE4,AGAP007403,AGAP007403-PA,AGAP007403-RA,5667040,AgaP_AGAP007403,
Q7PZG3,,,,1280766,AgaP_AGAP011894,
Q7Q4U2,AGAP000870,AGAP000870-PA,AGAP000870-RA,1277386,AgaP_AGAP000870,
A7UU71,AGAP006323,AGAP006323-PA,AGAP006323-RA,5666970,AgaP_AGAP006323,
Q7QHI7,,,,1270722,AgaP_AGAP011199,
Q7QEL2,AGAP000040,AGAP000040-PA,AGAP000040-RA,1272237,AgaP_AGAP000040,
A7UV86,AGAP008964,AGAP008964-PA,AGAP008964-RA,5668268,AgaP_AGAP008964,
Q7PEV3,AGAP003256,AGAP003256-PA,AGAP003256-RA,3290784,GPRGR18,
Q5TPF2,AGAP010799,AGAP010799-PA,AGAP010799-RA,3291169,AgaP_AGAP010799,
Q7PXZ8,AGAP001676,AGAP001676-PA,AGAP001676-RA,1281498,AgaP_AGAP001676,
A7USU7,AGAP002546,AGAP002546-PA,AGAP002546-RA,5667458,AgaP_AGAP002546,
Q7Q823,AGAP004895,AGAP004895-PA,AGAP004895-RA,1275697,AgaP_AGAP004895,
Q5TNS1,AGAP010293,AGAP010293-PA,AGAP010293-RA,1279721,AgaP_AGAP010293,
Q7QFY4,AGAP003779,AGAP003779-PA,AGAP003779-RA,1271515,AgaP_AGAP003779,
A0NFI0,AGAP004740,AGAP004740-PA,AGAP004740-RA,4576567,AgaP_AGAP004740,
Q5TVF2,AGAP009536,AGAP009536-PA,AGAP009536-RA,3291989,AgaP_AGAP009536,
Q7Q129,AGAP010000,AGAP010000-PA,AGAP010000-RA,1279427,AgaP_AGAP010000,
Q7QED2,AGAP000705,AGAP000705-PA,AGAP000705-RA,1272293,AgaP_AGAP000705,
Q7QB39,AGAP004200,AGAP004200-PA,AGAP004200-RA,1274036,AgaP_AGAP004200,
Q5TRG0,AGAP005743,AGAP005743-PA,AGAP005743-RA,1276413,AgaP_AGAP005743,
F5HM76,AGAP013036,AGAP013036-PA,AGAP013036-RA,11175838,AgaP_AGAP013036,
Q7PYT6,AGAP002099,AGAP002099-PA,AGAP002099-RA,1281361,AgaP_AGAP002099,
Q7QI20,AGAP000951,AGAP000951-PA,AGAP000951-RA,1270446,AgaP_AGAP000951,
Q7PYM1,AGAP002006,AGAP002006-PA,AGAP002006-RA,1281114,AgaP_AGAP002006,
Q7QGQ1,AGAP010850,AGAP010850-PA,AGAP010850-RA,1271108,AgaP_AGAP010850,
A0NC65,,,,4578137,AgaP_AGAP009421,
A0NE72,AGAP004899,AGAP004899-PA,AGAP004899-RA,4576485,AgaP_AGAP004899,
Q7QFL4,AGAP000550,AGAP000550-PA,AGAP000550-RA,1271674,AgaP_AGAP000550,
Q7QF35,AGAP000285,AGAP000285-PA,AGAP000285-RA,1271974,AgaP_AGAP000285,
A7UT97,AGAP005181,AGAP005181-PA,AGAP005181-RA,5667179,AgaP_AGAP005181,
Q7Q7U4,AGAP005019,AGAP005019-PA,AGAP005019-RA,1275844,AgaP_AGAP005019,
Q7PQG6,AGAP003621,AGAP003621-PA,AGAP003621-RA,1274284,AgaP_AGAP003621,
Q7QB57,AGAP004175,AGAP004175-PA,AGAP004175-RA,1273997,AgaP_AGAP004175,
F5HKS2,AGAP013322,AGAP013322-PA,AGAP013322-RA,11175543,AgaP_AGAP013322,
Q7Q865,,,,1275634,AgaP_AGAP008775,
Q7QKQ6,AGAP012670,AGAP012670-PA,AGAP012670-RA,1269074,AgaP_AGAP012670,
A0NH66,AGAP001323,AGAP001323-PA,AGAP001323-RA,4577324,AgaP_AGAP001323,
Q7QD45,AGAP002951,AGAP002951-PA,AGAP002951-RA,1273011,AgaP_AGAP002951,
Q7PUM7,AGAP001608,AGAP001608-PA,AGAP001608-RA,1281566,AgaP_AGAP001608,
Q7Q3Z5,,,,1277840,AgaP_AGAP008113,
Q5TQ79,AGAP008517,AGAP008517-PA,AGAP008517-RA,3291734,AgaP_AGAP008517,
Q7QAM1,AGAP003629,AGAP003629-PA,AGAP003629-RA,1274294,AgaP_AGAP003629,
F5HMX2,AGAP013230,AGAP013230-PA,AGAP013230-RA,11175981,AgaP_AGAP013230,
Q7Q6S2,AGAP005706,AGAP005706-PA,AGAP005706-RA,1276374,AgaP_AGAP005706,
Q7PUL0,AGAP001638,AGAP001638-PB,AGAP001638-RB,1281533,AgaP_AGAP001638,
Q5TNA8,,,,3291870,AgaP_AGAP008996,
Q7PTG1,AGAP007543,AGAP007543-PA,AGAP007543-RA,1269691,TPX3,
Q7Q2N0,AGAP004728,AGAP004728-PA,AGAP004728-RA,1278500,AgaP_AGAP004728,
Q5TUE1,AGAP010418,AGAP010418-PA,AGAP010418-RA,3291083,AgaP_AGAP010418,
Q7PHK7,AGAP005059,AGAP005059-PA,AGAP005059-RA,1274742,AgaP_AGAP005059,
Q7PIX0,AGAP000820,AGAP000820-PA,AGAP000820-RA,1277342,CPR125,
Q7QDW8,AGAP010458,AGAP010458-PA,AGAP010458-RA,1272581,AgaP_AGAP010458,
Q7Q2E0,AGAP001092,AGAP001092-PA,AGAP001092-RA,1278706,AgaP_AGAP001092,
Q7PPI1,AGAP004946,AGAP004946-PA,AGAP004946-RA,1275758,AgaP_AGAP004946,
Q5TV49,AGAP000477,AGAP000477-PA,AGAP000477-RA,1271762,AgaP_AGAP000477,
A7UTT9,AGAP005688,AGAP005688-PA,AGAP005688-RA,5667341,AgaP_AGAP005688,
Q7Q8S7,AGAP010586,AGAP010586-PA,AGAP010586-RA,1275313,AgaP_AGAP010586,
Q5TN98,,,,3291931,AgaP_AGAP009233,
Q7Q150,AGAP009973,AGAP009973-PA,AGAP009973-RA,1279395,AgaP_AGAP009973,
Q7Q4I8,,,,1277559,AgaP_AGAP008418,
F5HLW2,AGAP001052,AGAP001052-PB,AGAP001052-RB,4575976,AgaP_AGAP001052,
Q7PTL2,AGAP002292,AGAP002292-PA,AGAP002292-RA,1269266,PBAN_ANOGA,
Q7Q6J7,AGAP005807,AGAP005807-PA,AGAP005807-RA,1276476,AgaP_AGAP005807,
A7UR33,AGAP002229,AGAP002229-PA,AGAP002229-RA,5667641,AgaP_AGAP002229,
Q5TUN7,AGAP000736,AGAP000736-PA,AGAP000736-RA,3289739,AgaP_AGAP000736,
Q7Q6K8,AGAP005785,AGAP005785-PA,AGAP005785-RA,1276454,AgaP_AGAP005785,
Q7Q752,AGAP005503,AGAP005503-PA,AGAP005503-RA,1276185,AgaP_AGAP005503,
Q7Q975,AGAP004872,AGAP004872-PA,AGAP004872-RA,1275085,AgaP_AGAP004872,
Q7Q5J7,AGAP006394,AGAP006394-PA,AGAP006394-RA,1277006,AgaP_AGAP006394,
Q7QD24,AGAP002915,AGAP002915-PA,AGAP002915-RA,1273048,AgaP_AGAP002915,
Q7PYL4,AGAP001994,AGAP001994-PA,AGAP001994-RA,1281127,AgaP_AGAP001994,
A0NBZ0,AGAP003493,AGAP003493-PC,AGAP003493-RC,1270939,AgaP_AGAP003493,
Q5TQ53,,,,1278043,AgaP_AGAP007915,
Q7PRC2,AGAP002306,AGAP002306-PA,AGAP002306-RA,1273663,AgaP_AGAP002306,
Q5TR94,AGAP005978,AGAP005978-PA,AGAP005978-RA,1276651,AgaP_AGAP005978,
Q7PZK5,AGAP011959,AGAP011959-PA,AGAP011959-RA,1280713,AgaP_AGAP011959,
Q7Q1W3,AGAP009603,AGAP009603-PA,AGAP009603-RA,1278976,AgaP_AGAP009603,
Q7PYT8,AGAP002101,AGAP002101-PA,AGAP002101-RA,1281143,AgaP_AGAP002101,
A0A1W5,,,,,,
Q7PVG9,,,,1280247,AgaP_AGAP009281,
Q7QBA7,AGAP004108,AGAP004108-PB,AGAP004108-RB,1273932,AgaP_AGAP004108,
Q5TRI1,AGAP005663,AGAP005663-PA,AGAP005663-RA,3290018,AgaP_AGAP005663,
Q5TR99,AGAP005968,AGAP005968-PA,AGAP005968-RA,3290077,CPR19,
Q7PUF2,AGAP001712,AGAP001712-PA,AGAP001712-RA,1281462,AgaP_AGAP001712,
Q7Q8R3,AGAP010604,AGAP010604-PA,AGAP010604-RA,1275329,AgaP_AGAP010604,
Q7QGY4,AGAP010943,AGAP010943-PA,AGAP010943-RA,1271011,AgaP_AGAP010943,
A7UVJ9,AGAP001877,AGAP001877-PA,AGAP001877-RA,5667740,AgaP_AGAP001877,
A0NG85,,,,4578286,AgaP_AGAP009219,
Q7QAQ8,AGAP003579,AGAP003579-PA,AGAP003579-RA,1274243,AgaP_AGAP003579,
A0NH32,AGAP001511,AGAP001511-PA,AGAP001511-RA,4576803,AgaP_AGAP001511,
Q5TX95,AGAP002194,AGAP002194-PA,AGAP002194-RA,1269360,AgaP_AGAP002194,
A0NC69,AGAP010616,AGAP010616-PA,AGAP010616-RA,4577719,AgaP_AGAP010616,
Q7QE80,AGAP000783,AGAP000783-PA,AGAP000783-RA,1272374,AgaP_AGAP000783,
Q7PY61,AGAP001762,AGAP001762-PA,AGAP001762-RA,1281414,AgaP_AGAP001762,
Q7PW55,,,,1280041,AgaP_AGAP009087,
Q5TQF6,,,,3291674,AgaP_AGAP008206,
Q7Q4Q2,AGAP008530,AGAP008530-PA,AGAP008530-RA,1277443,AgaP_AGAP008530,
Q7PY35,AGAP001731,AGAP001731-PA,AGAP001731-RA,1281444,AgaP_AGAP001731,
Q7QGH7,AGAP011544,AGAP011544-PA,AGAP011544-RA,1271212,AgaP_AGAP011544,
A7URR3,AGAP007076,AGAP007076-PA,AGAP007076-RA,5666848,AgaP_AGAP007076,
Q7QEL5,AGAP000047,AGAP000047-PA,AGAP000047-RA,1272228,CPR130,
Q7PRN6,AGAP000637,AGAP000637-PA,AGAP000637-RA,1272428,AgaP_AGAP000637,
Q7PZW9,AGAP012126,AGAP012126-PA,AGAP012126-RA,1280553,AgaP_AGAP012126,
Q7QG43,AGAP009489,AGAP009489-PA,AGAP009489-RA,1271421,AgaP_AGAP009489,
Q7QB35,AGAP004202,AGAP004202-PA,AGAP004202-RA,1274040,AgaP_AGAP004202,
A0NGF4,AGAP008834,AGAP008834-PA,AGAP008834-RA,4578190,AKH1,
Q7PS14,AGAP000081,AGAP000081-PA,AGAP000081-RA,1272189,AgaP_AGAP000081,
Q7Q9Y9,AGAP004521,AGAP004521-PA,AGAP004521-RA,1274667,AgaP_AGAP004521,
Q7QFR0,AGAP000625,AGAP000625-PA,AGAP000625-RA,1271692,AgaP_AGAP000625,
Q7PWU6,AGAP008847,AGAP008847-PA,AGAP008847-RA,1279810,AgaP_AGAP008847,
Q7Q6Q0,AGAP005732,AGAP005732-PA,AGAP005732-RA,1276404,AgaP_AGAP005732,
Q7QCF2,AGAP002600,AGAP002600-PA,AGAP002600-RA,1273369,AgaP_AGAP002600,
Q7QHQ4,AGAP011298,AGAP011298-PA,AGAP011298-RA,1270634,AgaP_AGAP011298,
Q7QBZ1,AGAP002371,AGAP002371-PA,AGAP002371-RA,1273592,AgaP_AGAP002371,
Q7QE26,AGAP010685,AGAP010685-PA,AGAP010685-RA,1272488,AgaP_AGAP010685,
Q7QH65,AGAP004056,AGAP004056-PA,AGAP004056-RA,1270889,AgaP_AGAP004056,
Q7QEB9,AGAP000725,AGAP000725-PA,AGAP000725-RA,1272316,AgaP_AGAP000725,
A7UT84,AGAP005133,AGAP005133-PA,AGAP005133-RA,5667222,AgaP_AGAP005133,
Q7PX67,AGAP001239,AGAP001239-PA,AGAP001239-RA,1281931,AgaP_AGAP001239,
Q5TS84,,,,3291763,AgaP_AGAP008599,
Q7QK56,AGAP002161,AGAP002161-PB,AGAP002161-RB,1269396,AgaP_AGAP002161,
Q7QJU4,AGAP007660,AGAP007660-PA,AGAP007660-RA,1269567,AgaP_AGAP007660,
Q7QDA0,AGAP003019,AGAP003019-PA,AGAP003019-RA,1272933,AgaP_AGAP003019,
Q7PXH8,AGAP001408,AGAP001408-PA,AGAP001408-RA,1281768,AgaP_AGAP001408,
Q7QEY8,AGAP000218,AGAP000218-PA,AGAP000218-RA,1272049,AgaP_AGAP000218,
Q7QB67,AGAP004154,AGAP004154-PA,AGAP004154-RA,1273981,AgaP_AGAP004154,
Q7QLJ6,,,,1268478,AgaP_AGAP012707,
Q7QC97,AGAP002518,AGAP002518-PA,AGAP002518-RA,1273445,AgaP_AGAP002518,
A0NEW9,AGAP006658,AGAP006658-PA,AGAP006658-RA,4576181,AgaP_AGAP006658,
Q7PJ11,,,,1278060,AgaP_AGAP007895,
Q5TRL0,AGAP005535,AGAP005535-PA,AGAP005535-RA,1276217,AgaP_AGAP005535,
Q7PXV8,AGAP001621,AGAP001621-PB,AGAP001621-RB,1281553,AgaP_AGAP001621,
Q380K3,AGAP001664,AGAP001664-PA,AGAP001664-RA,3290497,CPR1,
Q7PQM6,AGAP004182,AGAP004182-PA,AGAP004182-RA,1273923,AgaP_AGAP004182,
A7URK1,AGAP007231,AGAP007231-PA,AGAP007231-RA,5667057,AgaP_AGAP007231,
Q7QCK5,AGAP002670,AGAP002670-PB,AGAP002670-RB,3290667,AgaP_AGAP002670,
Q5TX47,AGAP007698,AGAP007698-PA,AGAP007698-RA,1269535,AgaP_AGAP007698,
Q7Q042,AGAP012252,AGAP012252-PA,AGAP012252-RA,1280437,AgaP_AGAP012252,
F5HLY9,AGAP000847,AGAP000847-PA,AGAP000847-RA,1277360,AgaP_AGAP000847,
F5HKU7,AGAP013206,AGAP013206-PA,AGAP013206-RA,11175859,AgaP_AGAP013206,
Q7QDQ1,,,,1272689,AgaP_AGAP010350,
Q7PW27,,,,1280064,AgaP_AGAP009112,
Q5TUZ6,AGAP000271,AGAP000271-PA,AGAP000271-RA,3289647,AgaP_AGAP000271,
F5HJR1,AGAP013373,AGAP013373-PA,AGAP013373-RA,11175540,AgaP_AGAP013373,
Q7Q635,AGAP006062,AGAP006062-PA,AGAP006062-RA,1276735,AgaP_AGAP006062,
Q7PSJ9,AGAP010837,AGAP010837-PA,AGAP010837-RA,1271122,AgaP_AGAP010837,
Q7PF80,AGAP007287,AGAP007287-PA,AGAP007287-RA,1269878,OBP47,
Q7PXH0,AGAP001400,AGAP001400-PA,AGAP001400-RA,1281777,AgaP_AGAP001400,
Q7QEC0,AGAP000723,AGAP000723-PA,AGAP000723-RA,1272315,AgaP_AGAP000723,
A7URI2,AGAP007272,AGAP007272-PA,AGAP007272-RA,5666894,AgaP_AGAP007272,
Q7Q0X6,,,,1279513,DOME,
A0NAM5,AGAP012781,AGAP012781-PA,AGAP012781-RA,4397829,AgaP_AGAP012781,
Q7PT67,AGAP007303,AGAP007303-PA,AGAP007303-RA,1269866,AgaP_AGAP007303,
Q7QJ09,AGAP007177,AGAP007177-PA,AGAP007177-RA,1269939,SPZ5,
Q5TSE0,,,,3291113,AgaP_AGAP010541,
Q7Q3X9,AGAP008092,AGAP008092-PB,AGAP008092-RB,1277859,AgaP_AGAP008092,
Q5TTS3,AGAP002483,AGAP002483-PA,AGAP002483-RA,3290627,AgaP_AGAP002483,
F5HMJ3,AGAP001677,AGAP001677-PB,AGAP001677-RB,1281497,AgaP_AGAP001677,
Q7PI00,AGAP004977,AGAP004977-PA,AGAP004977-RA,1275799,PPO6,
Q5TNW7,,,,4578379,AgaP_AGAP010093,
Q7Q5S2,AGAP006238,AGAP006238-PA,AGAP006238-RA,1276899,AgaP_AGAP006238,
A7US87,AGAP010975,AGAP010975-PA,AGAP010975-RA,5667841,AgaP_AGAP010975,
Q7QEI6,AGAP000007,AGAP000007-PA,AGAP000007-RA,1272269,IGL1,
Q9U9L2,AGAP005802,AGAP005802-PA,AGAP005802-RA,1276470,RL8_ANOGA,
Q7QA12,AGAP004487,AGAP004487-PA,AGAP004487-RA,1274634,AgaP_AGAP004487,
A0A1W5,,,,,,
Q7PZ45,AGAP011722,AGAP011722-PA,AGAP011722-RA,1280918,AgaP_AGAP011722,
Q7PDA8,AGAP012546,AGAP012546-PA,AGAP012546-RA,1268171,AgaP_AGAP012546,
Q7PCP8,AGAP012547,AGAP012547-PA,AGAP012547-RA,1268733,AgaP_AGAP012547,
Q7Q6Q7,AGAP005724,AGAP005724-PA,AGAP005724-RA,1276397,AgaP_AGAP005724,
Q7PFL2,AGAP009380,AGAP009380-PA,AGAP009380-RA,1271289,AgaP_AGAP009380,
A0NCT5,AGAP010639,AGAP010639-PA,AGAP010639-RA,4577712,AgaP_AGAP010639,
Q7QAM8,AGAP003619,AGAP003619-PA,AGAP003619-RA,1274282,AgaP_AGAP003619,
Q7PX87,AGAP001276,AGAP001276-PA,AGAP001276-RA,1281902,AgaP_AGAP001276,
Q7Q693,AGAP005966,AGAP005966-PA,AGAP005966-RA,1276642,CPR17,
Q95NF3,AGAP010134,AGAP010134-PA,AGAP010134-RA,1279554,AgaP_AGAP010134,
Q7QHN8,AGAP011275,AGAP011275-PA,AGAP011275-RA,1270655,AgaP_AGAP011275,
Q7QGG5,AGAP009314,AGAP009314-PA,AGAP009314-RA,1271243,AgaP_AGAP009314,
Q7Q569,AGAP006610,AGAP006610-PA,AGAP006610-RA,1277195,AgaP_AGAP006610,
Q7QB26,AGAP004221,AGAP004221-PA,AGAP004221-RA,1274061,AgaP_AGAP004221,
Q7Q049,AGAP012258,AGAP012258-PA,AGAP012258-RA,1280428,AgaP_AGAP012258,
Q5TWS8,AGAP007241,AGAP007241-PA,AGAP007241-RA,3290329,AgaP_AGAP007241,
Q7PY34,AGAP001730,AGAP001730-PA,AGAP001730-RA,1281445,AgaP_AGAP001730,
Q7QGY5,AGAP010954,AGAP010954-PA,AGAP010954-RA,1271010,AgaP_AGAP010954,
Q7Q3Z2,,,,1277843,AgaP_AGAP008110,
Q5TTC8,AGAP004093,AGAP004093-PA,AGAP004093-RA,3290959,AgaP_AGAP004093,
Q7QFM7,AGAP000571,AGAP000571-PA,AGAP000571-RA,1271651,CLIPC5,
Q7QJH7,AGAP007522,AGAP007522-PA,AGAP007522-RA,1269709,AgaP_AGAP007522,
Q7QKG7,,,,1269237,AgaP_AGAP009439,
Q7QCD9,AGAP002580,AGAP002580-PA,AGAP002580-RA,1273388,AgaP_AGAP002580,
Q5TUP4,AGAP000743,AGAP000743-PB,AGAP000743-RB,1272334,AgaP_AGAP000743,
Q7PVU7,,,,1280137,AgaP_AGAP009181,
F5HMD1,AGAP013033,AGAP013033-PA,AGAP013033-RA,11175925,AgaP_AGAP013033,
Q7PVB6,AGAP011910,AGAP011910-PA,AGAP011910-RA,1280754,AgaP_AGAP011910,
Q7Q219,AGAP010777,AGAP010777-PA,AGAP010777-RA,1278884,AgaP_AGAP010777,
Q7PUV5,AGAP002132,AGAP002132-PA,AGAP002132-RA,1281334,AgaP_AGAP002132,
Q7QA32,AGAP004456,AGAP004456-PA,AGAP004456-RA,1274602,GNBPB5,
A0NDK9,AGAP003677,AGAP003677-PA,AGAP003677-RA,4576839,AgaP_AGAP003677,
Q7PYH3,AGAP001939,AGAP001939-PA,AGAP001939-RA,1281184,AgaP_AGAP001939,
Q7QEG9,AGAP000657,AGAP000657-PA,AGAP000657-RA,1272421,AgaP_AGAP000657,
Q7PJN6,AGAP004015,AGAP004015-PA,AGAP004015-RA,1278833,AgaP_AGAP004015,
Q7QJL2,AGAP007565,AGAP007565-PA,AGAP007565-RA,1269663,AgaP_AGAP007565,
Q5TRR9,AGAP005318,AGAP005318-PA,AGAP005318-RA,3289944,AgaP_AGAP005318,
Q7QG41,,,,1271423,AgaP_AGAP009487,
Q7QFB1,AGAP000388,AGAP000388-PA,AGAP000388-RA,1271862,TRAF6,
Q7QFW9,,,,1271538,AgaP_AGAP003800,
Q7Q3G4,AGAP007860,AGAP007860-PB,AGAP007860-RB,1278095,AgaP_AGAP007860,
Q7Q732,AGAP005532,AGAP005532-PA,AGAP005532-RA,1276215,DHRS7_ANOGA,
Q7QAJ4,AGAP003671,AGAP003671-PA,AGAP003671-RA,1274346,AgaP_AGAP003671,
Q7Q9Q2,AGAP005108,AGAP005108-PA,AGAP005108-RA,1274784,AgaP_AGAP005108,
A0NAX9,,,,,,
A7UU60,AGAP006223,AGAP006223-PA,AGAP006223-RA,5667148,AgaP_AGAP006223,
F5HJ10,AGAP013136,AGAP013136-PA,AGAP013136-RA,11176045,AgaP_AGAP013136,
Q7QJ66,AGAP007316,AGAP007316-PA,AGAP007316-RA,1269853,AgaP_AGAP007316,
A0NH70,AGAP001300,AGAP001300-PA,AGAP001300-RA,4577301,AgaP_AGAP001300,
Q7QCD1,AGAP002569,AGAP002569-PA,AGAP002569-RA,1273397,AgaP_AGAP002569,
A0NGD5,,,,4577939,AgaP_AGAP008972,
Q7QCZ5,AGAP002876,AGAP002876-PA,AGAP002876-RA,1273091,AgaP_AGAP002876,
Q8I8R3,AGAP012331,AGAP012331-PA,AGAP012331-RA,1280371,OBP29,
Q5TXV1,AGAP012743,AGAP012743-PA,AGAP012743-RA,3292521,AgaP_AGAP012743,Aga.50248
A0NCW7,AGAP010363,AGAP010363-PA,AGAP010363-RA,4577831,AgaP_AGAP010363,
A0NBT7,AGAP011083,AGAP011083-PA,AGAP011083-RA,4577537,AgaP_AGAP011083,
Q7QGS9,,,,1271077,AgaP_AGAP010879,
Q7PQR4,AGAP003106,AGAP003106-PA,AGAP003106-RA,1273777,AgaP_AGAP003106,
Q7PXP6,AGAP001508,AGAP001508-PA,AGAP001508-RA,3290482,AgaP_AGAP001508,
A0NBH2,AGAP007537,AGAP007537-PA,AGAP007537-RA,1269697,AgaP_AGAP007537,
A7UVH3,AGAP011692,AGAP011692-PA,AGAP011692-RA,5667902,AgaP_AGAP011692,
Q7PNF9,,,,1278208,AgaP_AGAP007758,
F5HMC5,AGAP012984,AGAP012984-PA,AGAP012984-RA,11175588,AgaP_AGAP012984,
Q7PZP1,AGAP012014,AGAP012014-PB,AGAP012014-RB,1280655,AgaP_AGAP012014,
Q7QAE0,AGAP004286,AGAP004286-PA,AGAP004286-RA,1274436,AgaP_AGAP004286,
A7URK4,AGAP007228,AGAP007228-PA,AGAP007228-RA,5667064,AgaP_AGAP007228,
Q7QH77,AGAP004033,AGAP004033-PA,AGAP004033-RA,1270906,AgaP_AGAP004033,
F5HJY7,AGAP000794,AGAP000794-PA,AGAP000794-RA,1272388,AgaP_AGAP000794,
Q7PJ69,,,,4578130,AgaP_AGAP008232,
F7IWF2,AGAP002985,AGAP002985-PA,AGAP002985-RA,1272971,AgaP_AGAP002985,
A0NEY2,,,,,,
A7UR24,,,,5668162,AgaP_AGAP009436,
Q7QJQ8,AGAP007618,AGAP007618-PA,AGAP007618-RA,1269610,AgaP_AGAP007618,
Q7QF20,AGAP000262,AGAP000262-PA,AGAP000262-RA,1271994,AgaP_AGAP000262,
A7USJ8,AGAP000058,AGAP000058-PA,AGAP000058-RA,5666786,AgaP_AGAP000058,
A0NDX4,AGAP004875,AGAP004875-PA,AGAP004875-RA,4576457,AgaP_AGAP004875,
A0NAC2,AGAP012615,AGAP012615-PA,AGAP012615-RA,4397663,AgaP_AGAP012615,Aga.49623
Q5TS22,,,,3291801,AgaP_AGAP008748,
Q7PTN1,AGAP009438,AGAP009438-PA,AGAP009438-RA,1269222,AgaP_AGAP009438,
Q7QIF0,AGAP006811,AGAP006811-PA,AGAP006811-RA,1270254,AgaP_AGAP006811,
Q7Q0C1,AGAP012381,AGAP012381-PA,AGAP012381-RA,1280464,AgaP_AGAP012381,
Q7Q5W3,AGAP006169,AGAP006169-PA,AGAP006169-RA,1276837,AgaP_AGAP006169,
Q7Q612,AGAP006092,AGAP006092-PA,AGAP006092-RA,1276765,AgaP_AGAP006092,
Q7Q699,AGAP005957,AGAP005957-PA,AGAP005957-RA,1276628,AgaP_AGAP005957,
Q7PG92,AGAP010684,AGAP010684-PA,AGAP010684-RA,1272487,AgaP_AGAP010684,
Q7PQ17,AGAP005043,AGAP005043-PA,AGAP005043-RA,1274856,AgaP_AGAP005043,
Q7Q9K1,AGAP005196,AGAP005196-PA,AGAP005196-RA,1274902,AgaP_AGAP005196,
Q7PX91,AGAP001283,AGAP001283-PB,AGAP001283-RB,1281896,AgaP_AGAP001283,
A0A1W5,,,,,,
A0NE80,AGAP004998,AGAP004998-PA,AGAP004998-RA,4576303,AgaP_AGAP004998,
F5HLS7,AGAP013095,AGAP013095-PA,AGAP013095-RA,11175922,AgaP_AGAP013095,
F5HLR9,AGAP013170,AGAP013170-PA,AGAP013170-RA,11176025,AgaP_AGAP013170,
Q5TMW5,AGAP012040,AGAP012040-PA,AGAP012040-RA,3291494,AgaP_AGAP012040,
Q7PQF3,AGAP003595,AGAP003595-PA,AGAP003595-RA,1274259,AgaP_AGAP003595,
Q7PFP4,AGAP009514,AGAP009514-PA,AGAP009514-RA,1271397,GPRGBB3,
Q7QCX2,AGAP002842,AGAP002842-PA,AGAP002842-RA,1273118,AgaP_AGAP002842,
Q7PSB2,AGAP009503,AGAP009503-PA,AGAP009503-RA,1271408,AgaP_AGAP009503,
